datetime,ask,bid
2012-02-07 12:00:00,284.0,283.5
2012-02-07 12:01:00,280.5,280.0
2012-02-07 12:02:00,289.5,289.0
2012-02-07 12:03:00,284.5,284.0
2012-02-07 12:04:00,277.0,276.5
2012-02-07 12:05:00,280.5,280.0
2012-02-07 12:06:00,280.5,280.0
2012-02-07 12:07:00,294.0,293.5
2012-02-07 12:08:00,295.5,295.0
2012-02-07 12:09:00,295.0,294.5
2012-02-07 12:10:00,300.0,299.5
2012-02-07 12:11:00,294.0,293.5
2012-02-07 12:12:00,287.5,287.0
2012-02-07 12:13:00,295.5,295.0
2012-02-07 12:14:00,296.0,295.5
2012-02-07 12:15:00,296.5,296.0
2012-02-07 12:16:00,296.0,295.5
2012-02-07 12:17:00,285.5,285.0
2012-02-07 12:18:00,282.5,282.0
2012-02-07 12:19:00,277.0,276.5
2012-02-07 12:20:00,278.0,277.5
2012-02-07 12:21:00,272.5,272.0
2012-02-07 12:22:00,271.5,271.0
2012-02-07 12:23:00,282.0,281.5
2012-02-07 12:24:00,277.0,276.5
2012-02-07 12:25:00,278.0,277.5
2012-02-07 12:26:00,274.5,274.0
2012-02-07 12:27:00,272.0,271.5
2012-02-07 12:28:00,279.0,278.5
2012-02-07 12:29:00,267.5,267.0
2012-02-07 12:30:00,276.0,275.5
2012-02-07 12:31:00,282.5,282.0
2012-02-07 12:32:00,288.5,288.0
2012-02-07 12:33:00,291.0,290.5
2012-02-07 12:34:00,286.5,286.0
2012-02-07 12:35:00,295.0,294.5
2012-02-07 12:36:00,285.0,284.5
2012-02-07 12:37:00,287.0,286.5
2012-02-07 12:38:00,281.5,281.0
2012-02-07 12:39:00,278.5,278.0
2012-02-07 12:40:00,283.0,282.5
2012-02-07 12:41:00,281.0,280.5
2012-02-07 12:42:00,284.5,284.0
2012-02-07 12:43:00,298.0,297.5
2012-02-07 12:44:00,303.0,302.5
2012-02-07 12:45:00,306.5,306.0
2012-02-07 12:46:00,310.5,310.0
2012-02-07 12:47:00,319.0,318.5
2012-02-07 12:48:00,331.0,330.5
2012-02-07 12:49:00,338.5,338.0
2012-02-07 12:50:00,336.5,336.0
2012-02-07 12:51:00,332.5,332.0
2012-02-07 12:52:00,330.5,330.0
2012-02-07 12:53:00,328.0,327.5
2012-02-07 12:54:00,333.5,333.0
2012-02-07 12:55:00,336.0,335.5
2012-02-07 12:56:00,336.0,335.5
2012-02-07 12:57:00,319.0,318.5
2012-02-07 12:58:00,318.0,317.5
2012-02-07 12:59:00,317.0,316.5
2012-02-07 13:00:00,310.0,309.5
2012-02-07 13:01:00,299.0,298.5
2012-02-07 13:02:00,307.5,307.0
2012-02-07 13:03:00,302.0,301.5
2012-02-07 13:04:00,309.5,309.0
2012-02-07 13:05:00,299.5,299.0
2012-02-07 13:06:00,296.5,296.0
2012-02-07 13:07:00,296.5,296.0
2012-02-07 13:08:00,297.0,296.5
2012-02-07 13:09:00,297.0,296.5
2012-02-07 13:10:00,306.0,305.5
2012-02-07 13:11:00,294.5,294.0
2012-02-07 13:12:00,290.0,289.5
2012-02-07 13:13:00,271.5,271.0
2012-02-07 13:14:00,269.5,269.0
2012-02-07 13:15:00,274.5,274.0
2012-02-07 13:16:00,266.0,265.5
2012-02-07 13:17:00,266.5,266.0
2012-02-07 13:18:00,260.0,259.5
2012-02-07 13:19:00,262.0,261.5
2012-02-07 13:20:00,270.0,269.5
2012-02-07 13:21:00,267.5,267.0
2012-02-07 13:22:00,280.5,280.0
2012-02-07 13:23:00,277.0,276.5
2012-02-07 13:24:00,282.5,282.0
2012-02-07 13:25:00,277.5,277.0
2012-02-07 13:26:00,283.5,283.0
2012-02-07 13:27:00,281.0,280.5
2012-02-07 13:28:00,274.0,273.5
2012-02-07 13:29:00,290.0,289.5
2012-02-07 13:30:00,301.0,300.5
2012-02-07 13:31:00,295.5,295.0
2012-02-07 13:32:00,290.5,290.0
2012-02-07 13:33:00,293.0,292.5
2012-02-07 13:34:00,310.5,310.0
2012-02-07 13:35:00,306.5,306.0
2012-02-07 13:36:00,307.5,307.0
2012-02-07 13:37:00,307.5,307.0
2012-02-07 13:38:00,312.0,311.5
2012-02-07 13:39:00,302.5,302.0
2012-02-07 13:40:00,309.0,308.5
2012-02-07 13:41:00,315.0,314.5
2012-02-07 13:42:00,310.5,310.0
2012-02-07 13:43:00,311.0,310.5
2012-02-07 13:44:00,318.0,317.5
2012-02-07 13:45:00,322.0,321.5
2012-02-07 13:46:00,325.5,325.0
2012-02-07 13:47:00,322.0,321.5
2012-02-07 13:48:00,314.5,314.0
2012-02-07 13:49:00,303.0,302.5
2012-02-07 13:50:00,295.0,294.5
2012-02-07 13:51:00,300.5,300.0
2012-02-07 13:52:00,307.5,307.0
2012-02-07 13:53:00,307.5,307.0
2012-02-07 13:54:00,315.5,315.0
2012-02-07 13:55:00,322.5,322.0
2012-02-07 13:56:00,322.0,321.5
2012-02-07 13:57:00,318.5,318.0
2012-02-07 13:58:00,321.5,321.0
2012-02-07 13:59:00,319.5,319.0
2012-02-07 14:00:00,301.0,300.5
2012-02-07 14:01:00,294.5,294.0
2012-02-07 14:02:00,289.5,289.0
2012-02-07 14:03:00,281.5,281.0
2012-02-07 14:04:00,283.5,283.0
2012-02-07 14:05:00,276.0,275.5
2012-02-07 14:06:00,277.0,276.5
2012-02-07 14:07:00,281.0,280.5
2012-02-07 14:08:00,282.5,282.0
2012-02-07 14:09:00,283.0,282.5
2012-02-07 14:10:00,266.0,265.5
2012-02-07 14:11:00,267.0,266.5
2012-02-07 14:12:00,265.0,264.5
2012-02-07 14:13:00,270.0,269.5
2012-02-07 14:14:00,264.0,263.5
2012-02-07 14:15:00,264.0,263.5
2012-02-07 14:16:00,255.0,254.5
2012-02-07 14:17:00,250.5,250.0
2012-02-07 14:18:00,255.5,255.0
2012-02-07 14:19:00,259.5,259.0
2012-02-07 14:20:00,266.0,265.5
2012-02-07 14:21:00,252.5,252.0
2012-02-07 14:22:00,256.0,255.5
2012-02-07 14:23:00,255.5,255.0
2012-02-07 14:24:00,260.5,260.0
2012-02-07 14:25:00,267.0,266.5
2012-02-07 14:26:00,262.5,262.0
2012-02-07 14:27:00,258.5,258.0
2012-02-07 14:28:00,259.5,259.0
2012-02-07 14:29:00,266.5,266.0
2012-02-07 14:30:00,266.5,266.0
2012-02-07 14:31:00,261.0,260.5
2012-02-07 14:32:00,270.5,270.0
2012-02-07 14:33:00,274.0,273.5
2012-02-07 14:34:00,282.0,281.5
2012-02-07 14:35:00,276.0,275.5
2012-02-07 14:36:00,279.5,279.0
2012-02-07 14:37:00,278.5,278.0
2012-02-07 14:38:00,274.0,273.5
2012-02-07 14:39:00,271.0,270.5
2012-02-07 14:40:00,277.0,276.5
2012-02-07 14:41:00,276.5,276.0
2012-02-07 14:42:00,279.0,278.5
2012-02-07 14:43:00,279.5,279.0
2012-02-07 14:44:00,281.5,281.0
2012-02-07 14:45:00,279.0,278.5
2012-02-07 14:46:00,271.0,270.5
2012-02-07 14:47:00,263.0,262.5
2012-02-07 14:48:00,275.5,275.0
2012-02-07 14:49:00,273.0,272.5
2012-02-07 14:50:00,266.5,266.0
2012-02-07 14:51:00,266.5,266.0
2012-02-07 14:52:00,275.0,274.5
2012-02-07 14:53:00,269.0,268.5
2012-02-07 14:54:00,265.5,265.0
2012-02-07 14:55:00,265.0,264.5
2012-02-07 14:56:00,265.0,264.5
2012-02-07 14:57:00,265.5,265.0
2012-02-07 14:58:00,272.5,272.0
2012-02-07 14:59:00,265.0,264.5
2012-02-07 15:00:00,272.5,272.0
2012-02-07 15:01:00,264.0,263.5
2012-02-07 15:02:00,263.0,262.5
2012-02-07 15:03:00,266.0,265.5
2012-02-07 15:04:00,269.0,268.5
2012-02-07 15:05:00,271.0,270.5
2012-02-07 15:06:00,275.5,275.0
2012-02-07 15:07:00,267.5,267.0
2012-02-07 15:08:00,266.0,265.5
2012-02-07 15:09:00,266.5,266.0
2012-02-07 15:10:00,265.0,264.5
2012-02-07 15:11:00,278.5,278.0
2012-02-07 15:12:00,282.0,281.5
2012-02-07 15:13:00,278.5,278.0
2012-02-07 15:14:00,285.0,284.5
2012-02-07 15:15:00,278.0,277.5
2012-02-07 15:16:00,279.5,279.0
2012-02-07 15:17:00,280.5,280.0
2012-02-07 15:18:00,278.0,277.5
2012-02-07 15:19:00,279.5,279.0
2012-02-07 15:20:00,288.0,287.5
2012-02-07 15:21:00,291.5,291.0
2012-02-07 15:22:00,291.0,290.5
2012-02-07 15:23:00,286.0,285.5
2012-02-07 15:24:00,278.5,278.0
2012-02-07 15:25:00,277.0,276.5
2012-02-07 15:26:00,276.0,275.5
2012-02-07 15:27:00,276.0,275.5
2012-02-07 15:28:00,281.0,280.5
2012-02-07 15:29:00,285.0,284.5
2012-02-07 15:30:00,289.5,289.0
2012-02-08 09:30:00,289.0,288.5
2012-02-08 09:31:00,290.0,289.5
2012-02-08 09:32:00,290.5,290.0
2012-02-08 09:33:00,285.0,284.5
2012-02-08 09:34:00,291.0,290.5
2012-02-08 09:35:00,286.5,286.0
2012-02-08 09:36:00,290.0,289.5
2012-02-08 09:37:00,281.5,281.0
2012-02-08 09:38:00,281.5,281.0
2012-02-08 09:39:00,291.5,291.0
2012-02-08 09:40:00,298.0,297.5
2012-02-08 09:41:00,295.0,294.5
2012-02-08 09:42:00,297.5,297.0
2012-02-08 09:43:00,304.0,303.5
2012-02-08 09:44:00,307.5,307.0
2012-02-08 09:45:00,310.5,310.0
2012-02-08 09:46:00,315.5,315.0
2012-02-08 09:47:00,324.5,324.0
2012-02-08 09:48:00,322.0,321.5
2012-02-08 09:49:00,325.5,325.0
2012-02-08 09:50:00,324.5,324.0
2012-02-08 09:51:00,323.5,323.0
2012-02-08 09:52:00,338.0,337.5
2012-02-08 09:53:00,333.5,333.0
2012-02-08 09:54:00,339.5,339.0
2012-02-08 09:55:00,338.5,338.0
2012-02-08 09:56:00,340.0,339.5
2012-02-08 09:57:00,341.0,340.5
2012-02-08 09:58:00,350.0,349.5
2012-02-08 09:59:00,335.5,335.0
2012-02-08 10:00:00,350.0,349.5
2012-02-08 10:01:00,349.5,349.0
2012-02-08 10:02:00,349.5,349.0
2012-02-08 10:03:00,356.0,355.5
2012-02-08 10:04:00,354.0,353.5
2012-02-08 10:05:00,343.5,343.0
2012-02-08 10:06:00,344.5,344.0
2012-02-08 10:07:00,337.0,336.5
2012-02-08 10:08:00,340.0,339.5
2012-02-08 10:09:00,339.0,338.5
2012-02-08 10:10:00,342.5,342.0
2012-02-08 10:11:00,342.5,342.0
2012-02-08 10:12:00,342.0,341.5
2012-02-08 10:13:00,335.5,335.0
2012-02-08 10:14:00,336.0,335.5
2012-02-08 10:15:00,325.5,325.0
2012-02-08 10:16:00,320.5,320.0
2012-02-08 10:17:00,323.5,323.0
2012-02-08 10:18:00,332.0,331.5
2012-02-08 10:19:00,335.5,335.0
2012-02-08 10:20:00,345.5,345.0
2012-02-08 10:21:00,334.5,334.0
2012-02-08 10:22:00,328.5,328.0
2012-02-08 10:23:00,331.0,330.5
2012-02-08 10:24:00,339.0,338.5
2012-02-08 10:25:00,345.5,345.0
2012-02-08 10:26:00,352.5,352.0
2012-02-08 10:27:00,357.5,357.0
2012-02-08 10:28:00,356.5,356.0
2012-02-08 10:29:00,347.0,346.5
2012-02-08 10:30:00,355.0,354.5
2012-02-08 10:31:00,349.5,349.0
2012-02-08 10:32:00,364.0,363.5
2012-02-08 10:33:00,355.5,355.0
2012-02-08 10:34:00,337.5,337.0
2012-02-08 10:35:00,330.5,330.0
2012-02-08 10:36:00,341.5,341.0
2012-02-08 10:37:00,340.5,340.0
2012-02-08 10:38:00,340.5,340.0
2012-02-08 10:39:00,338.0,337.5
2012-02-08 10:40:00,335.5,335.0
2012-02-08 10:41:00,318.5,318.0
2012-02-08 10:42:00,322.5,322.0
2012-02-08 10:43:00,324.5,324.0
2012-02-08 10:44:00,325.0,324.5
2012-02-08 10:45:00,321.5,321.0
2012-02-08 10:46:00,333.5,333.0
2012-02-08 10:47:00,335.5,335.0
2012-02-08 10:48:00,327.0,326.5
2012-02-08 10:49:00,334.0,333.5
2012-02-08 10:50:00,335.0,334.5
2012-02-08 10:51:00,349.0,348.5
2012-02-08 10:52:00,354.5,354.0
2012-02-08 10:53:00,362.0,361.5
2012-02-08 10:54:00,353.5,353.0
2012-02-08 10:55:00,357.0,356.5
2012-02-08 10:56:00,355.0,354.5
2012-02-08 10:57:00,347.5,347.0
2012-02-08 10:58:00,331.5,331.0
2012-02-08 10:59:00,327.5,327.0
2012-02-08 11:00:00,332.5,332.0
2012-02-08 11:01:00,337.0,336.5
2012-02-08 11:02:00,330.0,329.5
2012-02-08 11:03:00,336.0,335.5
2012-02-08 11:04:00,332.5,332.0
2012-02-08 11:05:00,334.5,334.0
2012-02-08 11:06:00,332.0,331.5
2012-02-08 11:07:00,341.0,340.5
2012-02-08 11:08:00,343.0,342.5
2012-02-08 11:09:00,347.5,347.0
2012-02-08 11:10:00,354.5,354.0
2012-02-08 11:11:00,344.0,343.5
2012-02-08 11:12:00,344.5,344.0
2012-02-08 11:13:00,341.5,341.0
2012-02-08 11:14:00,338.5,338.0
2012-02-08 11:15:00,329.5,329.0
2012-02-08 11:16:00,324.0,323.5
2012-02-08 11:17:00,323.0,322.5
2012-02-08 11:18:00,317.5,317.0
2012-02-08 11:19:00,319.0,318.5
2012-02-08 11:20:00,325.5,325.0
2012-02-08 11:21:00,330.0,329.5
2012-02-08 11:22:00,332.0,331.5
2012-02-08 11:23:00,326.0,325.5
2012-02-08 11:24:00,333.5,333.0
2012-02-08 11:25:00,330.5,330.0
2012-02-08 11:26:00,320.0,319.5
2012-02-08 11:27:00,314.5,314.0
2012-02-08 11:28:00,312.0,311.5
2012-02-08 11:29:00,317.0,316.5
2012-02-08 11:30:00,310.0,309.5
2012-02-08 11:31:00,311.5,311.0
2012-02-08 11:32:00,311.0,310.5
2012-02-08 11:33:00,316.0,315.5
2012-02-08 11:34:00,315.5,315.0
2012-02-08 11:35:00,306.5,306.0
2012-02-08 11:36:00,298.0,297.5
2012-02-08 11:37:00,297.0,296.5
2012-02-08 11:38:00,302.5,302.0
2012-02-08 11:39:00,303.0,302.5
2012-02-08 11:40:00,303.0,302.5
2012-02-08 11:41:00,306.5,306.0
2012-02-08 11:42:00,304.0,303.5
2012-02-08 11:43:00,293.0,292.5
2012-02-08 11:44:00,306.0,305.5
2012-02-08 11:45:00,306.5,306.0
2012-02-08 11:46:00,305.5,305.0
2012-02-08 11:47:00,307.0,306.5
2012-02-08 11:48:00,311.5,311.0
2012-02-08 11:49:00,321.5,321.0
2012-02-08 11:50:00,322.5,322.0
2012-02-08 11:51:00,316.5,316.0
2012-02-08 11:52:00,319.5,319.0
2012-02-08 11:53:00,326.5,326.0
2012-02-08 11:54:00,314.5,314.0
2012-02-08 11:55:00,313.0,312.5
2012-02-08 11:56:00,324.0,323.5
2012-02-08 11:57:00,327.5,327.0
2012-02-08 11:58:00,323.0,322.5
2012-02-08 11:59:00,331.0,330.5
2012-02-08 12:00:00,340.0,339.5
2012-02-08 12:01:00,345.5,345.0
2012-02-08 12:02:00,352.5,352.0
2012-02-08 12:03:00,362.5,362.0
2012-02-08 12:04:00,364.0,363.5
2012-02-08 12:05:00,364.0,363.5
2012-02-08 12:06:00,373.0,372.5
2012-02-08 12:07:00,373.5,373.0
2012-02-08 12:08:00,379.0,378.5
2012-02-08 12:09:00,371.5,371.0
2012-02-08 12:10:00,376.0,375.5
2012-02-08 12:11:00,360.5,360.0
2012-02-08 12:12:00,366.0,365.5
2012-02-08 12:13:00,367.5,367.0
2012-02-08 12:14:00,372.5,372.0
2012-02-08 12:15:00,371.0,370.5
2012-02-08 12:16:00,356.5,356.0
2012-02-08 12:17:00,356.0,355.5
2012-02-08 12:18:00,370.5,370.0
2012-02-08 12:19:00,371.0,370.5
2012-02-08 12:20:00,361.5,361.0
2012-02-08 12:21:00,362.0,361.5
2012-02-08 12:22:00,377.0,376.5
2012-02-08 12:23:00,384.0,383.5
2012-02-08 12:24:00,378.0,377.5
2012-02-08 12:25:00,381.5,381.0
2012-02-08 12:26:00,377.0,376.5
2012-02-08 12:27:00,375.5,375.0
2012-02-08 12:28:00,384.0,383.5
2012-02-08 12:29:00,377.0,376.5
2012-02-08 12:30:00,377.0,376.5
2012-02-08 12:31:00,372.5,372.0
2012-02-08 12:32:00,383.0,382.5
2012-02-08 12:33:00,388.5,388.0
2012-02-08 12:34:00,402.0,401.5
2012-02-08 12:35:00,414.0,413.5
2012-02-08 12:36:00,415.0,414.5
2012-02-08 12:37:00,426.5,426.0
2012-02-08 12:38:00,423.5,423.0
2012-02-08 12:39:00,412.0,411.5
2012-02-08 12:40:00,415.5,415.0
2012-02-08 12:41:00,406.5,406.0
2012-02-08 12:42:00,393.0,392.5
2012-02-08 12:43:00,397.5,397.0
2012-02-08 12:44:00,381.0,380.5
2012-02-08 12:45:00,378.5,378.0
2012-02-08 12:46:00,371.0,370.5
2012-02-08 12:47:00,366.0,365.5
2012-02-08 12:48:00,360.5,360.0
2012-02-08 12:49:00,377.5,377.0
2012-02-08 12:50:00,370.5,370.0
2012-02-08 12:51:00,359.5,359.0
2012-02-08 12:52:00,346.0,345.5
2012-02-08 12:53:00,335.0,334.5
2012-02-08 12:54:00,334.0,333.5
2012-02-08 12:55:00,340.5,340.0
2012-02-08 12:56:00,335.5,335.0
2012-02-08 12:57:00,339.5,339.0
2012-02-08 12:58:00,340.0,339.5
2012-02-08 12:59:00,336.0,335.5
2012-02-08 13:00:00,325.0,324.5
2012-02-08 13:01:00,328.5,328.0
2012-02-08 13:02:00,330.5,330.0
2012-02-08 13:03:00,332.5,332.0
2012-02-08 13:04:00,341.0,340.5
2012-02-08 13:05:00,333.0,332.5
2012-02-08 13:06:00,337.0,336.5
2012-02-08 13:07:00,341.0,340.5
2012-02-08 13:08:00,348.5,348.0
2012-02-08 13:09:00,345.0,344.5
2012-02-08 13:10:00,345.5,345.0
2012-02-08 13:11:00,342.0,341.5
2012-02-08 13:12:00,334.5,334.0
2012-02-08 13:13:00,318.0,317.5
2012-02-08 13:14:00,317.5,317.0
2012-02-08 13:15:00,315.5,315.0
2012-02-08 13:16:00,318.0,317.5
2012-02-08 13:17:00,320.5,320.0
2012-02-08 13:18:00,305.0,304.5
2012-02-08 13:19:00,297.5,297.0
2012-02-08 13:20:00,296.0,295.5
2012-02-08 13:21:00,294.5,294.0
2012-02-08 13:22:00,306.0,305.5
2012-02-08 13:23:00,319.0,318.5
2012-02-08 13:24:00,321.5,321.0
2012-02-08 13:25:00,312.0,311.5
2012-02-08 13:26:00,309.5,309.0
2012-02-08 13:27:00,313.5,313.0
2012-02-08 13:28:00,308.5,308.0
2012-02-08 13:29:00,301.0,300.5
2012-02-08 13:30:00,300.0,299.5
2012-02-08 13:31:00,306.0,305.5
2012-02-08 13:32:00,311.0,310.5
2012-02-08 13:33:00,311.0,310.5
2012-02-08 13:34:00,315.0,314.5
2012-02-08 13:35:00,312.5,312.0
2012-02-08 13:36:00,306.0,305.5
2012-02-08 13:37:00,290.5,290.0
2012-02-08 13:38:00,300.5,300.0
2012-02-08 13:39:00,303.0,302.5
2012-02-08 13:40:00,317.0,316.5
2012-02-08 13:41:00,322.5,322.0
2012-02-08 13:42:00,332.5,332.0
2012-02-08 13:43:00,326.5,326.0
2012-02-08 13:44:00,324.5,324.0
2012-02-08 13:45:00,326.0,325.5
2012-02-08 13:46:00,310.5,310.0
2012-02-08 13:47:00,323.0,322.5
2012-02-08 13:48:00,324.5,324.0
2012-02-08 13:49:00,334.5,334.0
2012-02-08 13:50:00,331.0,330.5
2012-02-08 13:51:00,320.0,319.5
2012-02-08 13:52:00,316.5,316.0
2012-02-08 13:53:00,310.5,310.0
2012-02-08 13:54:00,305.5,305.0
2012-02-08 13:55:00,314.0,313.5
2012-02-08 13:56:00,309.5,309.0
2012-02-08 13:57:00,324.0,323.5
2012-02-08 13:58:00,323.0,322.5
2012-02-08 13:59:00,319.5,319.0
2012-02-08 14:00:00,324.0,323.5
2012-02-08 14:01:00,333.5,333.0
2012-02-08 14:02:00,336.5,336.0
2012-02-08 14:03:00,336.5,336.0
2012-02-08 14:04:00,345.5,345.0
2012-02-08 14:05:00,342.0,341.5
2012-02-08 14:06:00,339.5,339.0
2012-02-08 14:07:00,345.5,345.0
2012-02-08 14:08:00,353.5,353.0
2012-02-08 14:09:00,349.0,348.5
2012-02-08 14:10:00,346.5,346.0
2012-02-08 14:11:00,349.0,348.5
2012-02-08 14:12:00,335.0,334.5
2012-02-08 14:13:00,331.5,331.0
2012-02-08 14:14:00,344.0,343.5
2012-02-08 14:15:00,341.5,341.0
2012-02-08 14:16:00,341.0,340.5
2012-02-08 14:17:00,332.0,331.5
2012-02-08 14:18:00,325.5,325.0
2012-02-08 14:19:00,333.5,333.0
2012-02-08 14:20:00,328.0,327.5
2012-02-08 14:21:00,326.5,326.0
2012-02-08 14:22:00,335.0,334.5
2012-02-08 14:23:00,334.5,334.0
2012-02-08 14:24:00,336.5,336.0
2012-02-08 14:25:00,337.0,336.5
2012-02-08 14:26:00,343.0,342.5
2012-02-08 14:27:00,331.5,331.0
2012-02-08 14:28:00,340.0,339.5
2012-02-08 14:29:00,339.5,339.0
2012-02-08 14:30:00,340.0,339.5
2012-02-08 14:31:00,331.0,330.5
2012-02-08 14:32:00,324.5,324.0
2012-02-08 14:33:00,315.5,315.0
